site_datatype_id,site_id,datatype_id,site_metadata.site_id,site_metadata.site_name,site_metadata.site_common_name,site_metadata.description,site_metadata.elevation,site_metadata.lat,site_metadata.longi,site_metadata.db_site_code,site_metadata.objecttype_id,site_metadata.objecttype_name,site_metadata.basin_id,site_metadata.hydrologic_unit,site_metadata.river_mile,site_metadata.segment_no,site_metadata.state_id,site_metadata.state_code,site_metadata.usgs_id,site_metadata.nws_code,site_metadata.shef_code,site_metadata.scs_id,site_metadata.parent_objecttype_id,site_metadata.parent_site_id,datatype_metadata.datatype_id,datatype_metadata.datatype_name,datatype_metadata.datatype_common_name,datatype_metadata.physical_quantity_name,datatype_metadata.unit_id,datatype_metadata.unit_name,datatype_metadata.unit_common_name,datatype_metadata.allowable_intervals,datatype_metadata.agen_id,datatype_metadata.cmmnt,last_meas_date,last_meas_val
14305,946,47,946,PINEVIEW RESERVOIR,PINEVIEW,,4916.0,41.25419,-111.84254,UC,7,,4,160201020306.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
14306,946,30,946,PINEVIEW RESERVOIR,PINEVIEW,,4916.0,41.25419,-111.84254,UC,7,,4,160201020306.0,0.0,0,44,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
14307,946,43,946,PINEVIEW RESERVOIR,PINEVIEW,,4916.0,41.25419,-111.84254,UC,7,,4,160201020306.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
14322,1119,47,1119,ELEPHANT BUTTE RESERVOIR,ELEPHANT BUTTE,,4343.0,33.15408,-107.19189,UC,7,,2689,130301010212.0,0.0,0,31,,,,,,7,1119,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
14323,1119,25,1119,ELEPHANT BUTTE RESERVOIR,ELEPHANT BUTTE,,4343.0,33.15408,-107.19189,UC,7,,2689,130301010212.0,0.0,0,31,,,,,,7,1119,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
14325,1094,25,1094,CABALLO RESERVOIR,CABALLO,,4184.0,32.89646,-107.29219,UC,7,,2689,130301020206.0,0.0,0,31,,,,,,7,1094,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
14327,1094,47,1094,CABALLO RESERVOIR,CABALLO,,4184.0,32.89646,-107.29219,UC,7,,2689,130301020206.0,0.0,0,31,,,,,,7,1094,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
14450,933,89,933,VALLECITO RESERVOIR,VALLECITO,,7613.0,37.37834,-107.57486000000002,UC,7,,16,140801011401.0,0.0,0,6,,,VCRC2,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
14452,951,47,951,CRAWFORD RESERVOIR,CRAWFORD,,6565.0,38.68294,-107.60285,UC,7,,11,140200021204.0,0.0,0,6,,,CRFC2,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
14453,951,30,951,CRAWFORD RESERVOIR,CRAWFORD,,6565.0,38.68294,-107.60285,UC,7,,11,140200021204.0,0.0,0,6,,,CRFC2,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
14454,951,43,951,CRAWFORD RESERVOIR,CRAWFORD,,6565.0,38.68294,-107.60285,UC,7,,11,140200021204.0,0.0,0,6,,,CRFC2,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
14459,934,89,934,LEMON RESERVOIR,LEMON,,8150.0,37.39538,-107.66269,UC,7,,16,140801040703.0,0.0,0,6,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
14460,934,47,934,LEMON RESERVOIR,LEMON,,8150.0,37.39538,-107.66269,UC,7,,16,140801040703.0,0.0,0,6,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
14461,934,43,934,LEMON RESERVOIR,LEMON,,8150.0,37.39538,-107.66269,UC,7,,16,140801040703.0,0.0,0,6,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
14469,924,47,924,VEGA RESERVOIR,VEGA,,7986.0,39.22163,-107.79988,UC,7,,11,140100051202.0,0.0,0,6,,,VEGC2,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
14470,924,30,924,VEGA RESERVOIR,VEGA,,7986.0,39.22163,-107.79988,UC,7,,11,140100051202.0,0.0,0,6,,,VEGC2,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
14471,924,43,924,VEGA RESERVOIR,VEGA,,7986.0,39.22163,-107.79988,UC,7,,11,140100051202.0,0.0,0,6,,,VEGC2,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
14475,939,43,939,SILVER JACK RESERVOIR,SILVER JACK,,8934.0,38.22692,-107.54041,UC,7,,11,140200020901.0,0.0,0,6,,,SJAC2,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
14476,939,30,939,SILVER JACK RESERVOIR,SILVER JACK,,8934.0,38.22692,-107.54041,UC,7,,11,140200020901.0,0.0,0,6,,,SJAC2,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
14477,939,47,939,SILVER JACK RESERVOIR,SILVER JACK,,8934.0,38.22692,-107.54041,UC,7,,11,140200020901.0,0.0,0,6,,,SJAC2,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
14478,945,47,945,PAONIA RESERVOIR,PAONIA,,6450.0,38.94919,-107.34347,UC,7,,11,140200040401.0,0.0,0,6,,,PRSC2,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
14479,945,30,945,PAONIA RESERVOIR,PAONIA,,6450.0,38.94919,-107.34347,UC,7,,11,140200040401.0,0.0,0,6,,,PRSC2,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
14480,945,43,945,PAONIA RESERVOIR,PAONIA,,6450.0,38.94919,-107.34347,UC,7,,11,140200040401.0,0.0,0,6,,,PRSC2,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
14483,955,30,955,FRUITGROWERS RESERVOIR,FRUITGROWERS,,5475.0,38.82871,-107.94513,UC,7,,11,140200050105.0,0.0,0,6,,,FTGC2,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
14484,955,47,955,FRUITGROWERS RESERVOIR,FRUITGROWERS,,5475.0,38.82871,-107.94513,UC,7,,11,140200050105.0,0.0,0,6,,,FTGC2,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
14485,955,43,955,FRUITGROWERS RESERVOIR,FRUITGROWERS,,5475.0,38.82871,-107.94513,UC,7,,11,140200050105.0,0.0,0,6,,,FTGC2,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
14496,961,43,961,RIFLE GAP RESERVOIR,RIFLE GAP,,5943.0,39.6303,-107.7582,UC,7,,20,140100050505.0,0.0,0,6,,,RRGC2,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
14497,961,89,961,RIFLE GAP RESERVOIR,RIFLE GAP,,5943.0,39.6303,-107.7582,UC,7,,20,140100050505.0,0.0,0,6,,,RRGC2,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
14498,961,47,961,RIFLE GAP RESERVOIR,RIFLE GAP,,5943.0,39.6303,-107.7582,UC,7,,20,140100050505.0,0.0,0,6,,,RRGC2,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
14499,961,30,961,RIFLE GAP RESERVOIR,RIFLE GAP,,5943.0,39.6303,-107.7582,UC,7,,20,140100050505.0,0.0,0,6,,,RRGC2,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
14507,931,89,931,SCOFIELD RESERVOIR,SCOFIELD,,7708.0,39.77656,-111.05074,UC,7,,7,140600070206.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
14508,931,30,931,SCOFIELD RESERVOIR,SCOFIELD,,7708.0,39.77656,-111.05074,UC,7,,7,140600070206.0,0.0,0,44,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
14509,931,47,931,SCOFIELD RESERVOIR,SCOFIELD,,7708.0,39.77656,-111.05074,UC,7,,7,140600070206.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
14510,931,25,931,SCOFIELD RESERVOIR,SCOFIELD,,7708.0,39.77656,-111.05074,UC,7,,7,140600070206.0,0.0,0,44,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
14511,931,43,931,SCOFIELD RESERVOIR,SCOFIELD,,7708.0,39.77656,-111.05074,UC,7,,7,140600070206.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
14544,948,47,948,RIDGWAY RESERVOIR,RIDGWAY,,6861.0,38.23636,-107.75914,UC,7,,11,140200060209.0,0.0,0,6,,,RBSC2,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
14545,948,30,948,RIDGWAY RESERVOIR,RIDGWAY,,6861.0,38.23636,-107.75914,UC,7,,11,140200060209.0,0.0,0,6,,,RBSC2,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
14546,948,43,948,RIDGWAY RESERVOIR,RIDGWAY,,6861.0,38.23636,-107.75914,UC,7,,11,140200060209.0,0.0,0,6,,,RBSC2,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
14554,958,43,958,MCPHEE RESERVOIR,MCPHEE,,6760.0,37.57588,-108.57307,UC,7,,10,140300020601.0,0.0,0,6,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
14555,958,47,958,MCPHEE RESERVOIR,MCPHEE,,6760.0,37.57588,-108.57307,UC,7,,10,140300020601.0,0.0,0,6,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
14556,958,89,958,MCPHEE RESERVOIR,MCPHEE,,6760.0,37.57588,-108.57307,UC,7,,10,140300020601.0,0.0,0,6,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
14616,3083,30,3083,LAKE NIGHTHORSE,LAKE NIGHTHORSE,Lake Nighthorse behind Ridges Basin Dam; Animas La Plata Project,6891.0,37.22392,-107.91694,UC,7,,15,140801040902.0,0.0,0,6,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
14617,3083,29,3083,LAKE NIGHTHORSE,LAKE NIGHTHORSE,Lake Nighthorse behind Ridges Basin Dam; Animas La Plata Project,6891.0,37.22392,-107.91694,UC,7,,15,140801040902.0,0.0,0,6,,,,,,0,0,29,average inflow,inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
14620,3083,42,3083,LAKE NIGHTHORSE,LAKE NIGHTHORSE,Lake Nighthorse behind Ridges Basin Dam; Animas La Plata Project,6891.0,37.22392,-107.91694,UC,7,,15,140801040902.0,0.0,0,6,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
14621,3083,49,3083,LAKE NIGHTHORSE,LAKE NIGHTHORSE,Lake Nighthorse behind Ridges Basin Dam; Animas La Plata Project,6891.0,37.22392,-107.91694,UC,7,,15,140801040902.0,0.0,0,6,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
14622,3083,47,3083,LAKE NIGHTHORSE,LAKE NIGHTHORSE,Lake Nighthorse behind Ridges Basin Dam; Animas La Plata Project,6891.0,37.22392,-107.91694,UC,7,,15,140801040902.0,0.0,0,6,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
14623,3083,17,3083,LAKE NIGHTHORSE,LAKE NIGHTHORSE,Lake Nighthorse behind Ridges Basin Dam; Animas La Plata Project,6891.0,37.22392,-107.91694,UC,7,,15,140801040902.0,0.0,0,6,,,,,,0,0,17,"storage, end of period reading",storage,storage,1,acre-feet,acre-feet,either,0,,,
14624,3083,25,3083,LAKE NIGHTHORSE,LAKE NIGHTHORSE,Lake Nighthorse behind Ridges Basin Dam; Animas La Plata Project,6891.0,37.22392,-107.91694,UC,7,,15,140801040902.0,0.0,0,6,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
14625,3083,89,3083,LAKE NIGHTHORSE,LAKE NIGHTHORSE,Lake Nighthorse behind Ridges Basin Dam; Animas La Plata Project,6891.0,37.22392,-107.91694,UC,7,,15,140801040902.0,0.0,0,6,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
14626,3083,43,3083,LAKE NIGHTHORSE,LAKE NIGHTHORSE,Lake Nighthorse behind Ridges Basin Dam; Animas La Plata Project,6891.0,37.22392,-107.91694,UC,7,,15,140801040902.0,0.0,0,6,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
14632,930,89,930,MOON LAKE RESERVOIR,MOON LAKE,,8081.0,40.57445,-110.50665,UC,7,,6,140600030604.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
14633,930,43,930,MOON LAKE RESERVOIR,MOON LAKE,,8081.0,40.57445,-110.50665,UC,7,,6,140600030604.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
14634,930,30,930,MOON LAKE RESERVOIR,MOON LAKE,,8081.0,40.57445,-110.50665,UC,7,,6,140600030604.0,0.0,0,44,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
14636,930,25,930,MOON LAKE RESERVOIR,MOON LAKE,,8081.0,40.57445,-110.50665,UC,7,,6,140600030604.0,0.0,0,44,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
14637,930,47,930,MOON LAKE RESERVOIR,MOON LAKE,,8081.0,40.57445,-110.50665,UC,7,,6,140600030604.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
18911,946,1197,946,PINEVIEW RESERVOIR,PINEVIEW,,4916.0,41.25419,-111.84254,UC,7,,4,160201020306.0,0.0,0,44,,,,,,0,0,1197,average bypass release,bypass release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
18912,946,1198,946,PINEVIEW RESERVOIR,PINEVIEW,,4916.0,41.25419,-111.84254,UC,7,,4,160201020306.0,0.0,0,44,,,,,,0,0,1198,volume of bypass release,bypass release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
18913,953,43,953,DEER CREEK RESERVOIR,DEER CREEK,,5420.0,40.40837,-111.52908,UC,7,,5,160202030405.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
18914,953,89,953,DEER CREEK RESERVOIR,DEER CREEK,,5420.0,40.40837,-111.52908,UC,7,,5,160202030405.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
18915,953,46,953,DEER CREEK RESERVOIR,DEER CREEK,,5420.0,40.40837,-111.52908,UC,7,,5,160202030405.0,0.0,0,44,,,,,,0,0,46,average spillway release,spillway release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
18917,953,1197,953,DEER CREEK RESERVOIR,DEER CREEK,,5420.0,40.40837,-111.52908,UC,7,,5,160202030405.0,0.0,0,44,,,,,,0,0,1197,average bypass release,bypass release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
18918,953,1198,953,DEER CREEK RESERVOIR,DEER CREEK,,5420.0,40.40837,-111.52908,UC,7,,5,160202030405.0,0.0,0,44,,,,,,0,0,1198,volume of bypass release,bypass release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
18919,953,47,953,DEER CREEK RESERVOIR,DEER CREEK,,5420.0,40.40837,-111.52908,UC,7,,5,160202030405.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
18935,964,47,964,JORDANELLE RESERVOIR,JORDANELLE,,6187.0,40.59833,-111.42304,UC,7,,5,160202030304.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
18936,964,89,964,JORDANELLE RESERVOIR,JORDANELLE,,6187.0,40.59833,-111.42304,UC,7,,5,160202030304.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
18937,964,43,964,JORDANELLE RESERVOIR,JORDANELLE,,6187.0,40.59833,-111.42304,UC,7,,5,160202030304.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
18938,964,30,964,JORDANELLE RESERVOIR,JORDANELLE,,6187.0,40.59833,-111.42304,UC,7,,5,160202030304.0,0.0,0,44,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
18939,947,89,947,ROCKPORT RESERVOIR,ROCKPORT RESERVOIR,,6038.0,40.78944,-111.40263,UC,7,,4,160201010404.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
18940,947,47,947,ROCKPORT RESERVOIR,ROCKPORT RESERVOIR,,6038.0,40.78944,-111.40263,UC,7,,4,160201010404.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
18941,947,43,947,ROCKPORT RESERVOIR,ROCKPORT RESERVOIR,,6038.0,40.78944,-111.40263,UC,7,,4,160201010404.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
18942,941,89,941,ECHO RESERVOIR,ECHO,,5569.0,40.96412,-111.43238999999998,UC,7,,4,160201010702.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
18943,941,47,941,ECHO RESERVOIR,ECHO,,5569.0,40.96412,-111.43238999999998,UC,7,,4,160201010702.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
18944,941,43,941,ECHO RESERVOIR,ECHO,,5569.0,40.96412,-111.43238999999998,UC,7,,4,160201010702.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
18945,941,30,941,ECHO RESERVOIR,ECHO,,5569.0,40.96412,-111.43238999999998,UC,7,,4,160201010702.0,0.0,0,44,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
18946,942,89,942,LOST CREEK RESERVOIR,LOST CREEK,,5917.0,41.18318,-111.39905,UC,7,,4,160201010606.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
18947,942,43,942,LOST CREEK RESERVOIR,LOST CREEK,,5917.0,41.18318,-111.39905,UC,7,,4,160201010606.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
18948,942,30,942,LOST CREEK RESERVOIR,LOST CREEK,,5917.0,41.18318,-111.39905,UC,7,,4,160201010606.0,0.0,0,44,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
18949,942,47,942,LOST CREEK RESERVOIR,LOST CREEK,,5917.0,41.18318,-111.39905,UC,7,,4,160201010606.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
18950,925,89,925,WILLARD BAY RESERVOIR,WILLARD BAY,,4203.0,41.37738,-112.08339,UC,7,,4,160201020702.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
18951,925,47,925,WILLARD BAY RESERVOIR,WILLARD BAY,,4203.0,41.37738,-112.08339,UC,7,,4,160201020702.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
18952,925,25,925,WILLARD BAY RESERVOIR,WILLARD BAY,,4203.0,41.37738,-112.08339,UC,7,,4,160201020702.0,0.0,0,44,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
18954,925,43,925,WILLARD BAY RESERVOIR,WILLARD BAY,,4203.0,41.37738,-112.08339,UC,7,,4,160201020702.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
18955,925,30,925,WILLARD BAY RESERVOIR,WILLARD BAY,,4203.0,41.37738,-112.08339,UC,7,,4,160201020702.0,0.0,0,44,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
18970,957,46,957,HYRUM RESERVOIR,HYRUM,,4672.0,41.62117,-111.86099,UC,7,,2,160102030105.0,0.0,0,44,,,,,,0,0,46,average spillway release,spillway release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
18973,957,1197,957,HYRUM RESERVOIR,HYRUM,,4672.0,41.62117,-111.86099,UC,7,,2,160102030105.0,0.0,0,44,,,,,,0,0,1197,average bypass release,bypass release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
18974,957,43,957,HYRUM RESERVOIR,HYRUM,,4672.0,41.62117,-111.86099,UC,7,,2,160102030105.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
18976,957,1198,957,HYRUM RESERVOIR,HYRUM,,4672.0,41.62117,-111.86099,UC,7,,2,160102030105.0,0.0,0,44,,,,,,0,0,1198,volume of bypass release,bypass release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
18977,957,30,957,HYRUM RESERVOIR,HYRUM,,4672.0,41.62117,-111.86099,UC,7,,2,160102030105.0,0.0,0,44,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
18979,957,25,957,HYRUM RESERVOIR,HYRUM,,4672.0,41.62117,-111.86099,UC,7,,2,160102030105.0,0.0,0,44,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
18980,957,89,957,HYRUM RESERVOIR,HYRUM,,4672.0,41.62117,-111.86099,UC,7,,2,160102030105.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
18981,957,47,957,HYRUM RESERVOIR,HYRUM,,4672.0,41.62117,-111.86099,UC,7,,2,160102030105.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
18995,938,43,938,CAUSEY RESERVOIR,CAUSEY,,5718.0,41.29828,-111.58591,UC,7,,4,160201020205.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
18996,938,89,938,CAUSEY RESERVOIR,CAUSEY,,5718.0,41.29828,-111.58591,UC,7,,4,160201020205.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
18997,944,89,944,MEEKS CABIN RESERVOIR,MEEKS CABIN,,8694.0,41.01664,-110.58344,UC,7,,1,140401070303.0,0.0,0,50,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
18998,944,47,944,MEEKS CABIN RESERVOIR,MEEKS CABIN,,8694.0,41.01664,-110.58344,UC,7,,1,140401070303.0,0.0,0,50,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
19000,944,25,944,MEEKS CABIN RESERVOIR,MEEKS CABIN,,8694.0,41.01664,-110.58344,UC,7,,1,140401070303.0,0.0,0,50,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
19001,944,30,944,MEEKS CABIN RESERVOIR,MEEKS CABIN,,8694.0,41.01664,-110.58344,UC,7,,1,140401070303.0,0.0,0,50,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
19003,938,25,938,CAUSEY RESERVOIR,CAUSEY,,5718.0,41.29828,-111.58591,UC,7,,4,160201020205.0,0.0,0,44,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
19004,938,47,938,CAUSEY RESERVOIR,CAUSEY,,5718.0,41.29828,-111.58591,UC,7,,4,160201020205.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
19005,938,30,938,CAUSEY RESERVOIR,CAUSEY,,5718.0,41.29828,-111.58591,UC,7,,4,160201020205.0,0.0,0,44,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
